Frequency (Hz)	Level (dB)
86.132813	-44.368279
172.265625	-46.275383
258.398438	-49.241184
344.531250	-51.888939
430.664063	-53.335007
516.796875	-54.010235
602.929688	-54.495979
689.062500	-55.704288
775.195313	-57.751949
861.328125	-61.188335
947.460938	-65.721771
1033.593750	-63.315067
1119.726563	-59.951332
1205.859375	-58.557709
1291.992188	-58.348087
1378.125000	-55.695370
1464.257813	-53.978519
1550.390625	-58.458649
1636.523438	-70.071877
1722.656250	-63.029099
1808.789063	-60.001205
1894.921875	-56.039913
1981.054688	-53.237274
2067.187500	-52.924030
2153.320313	-55.278355
2239.453125	-62.062439
2325.585938	-63.411789
2411.718750	-56.968582
2497.851563	-58.085663
2583.984375	-70.820076
2670.117188	-62.629383
2756.250000	-54.518242
2842.382813	-53.584366
2928.515625	-57.577885
3014.648438	-61.092934
3100.781250	-61.479801
3186.914063	-65.443199
3273.046875	-71.345284
3359.179688	-62.966686
3445.312500	-56.214817
3531.445313	-54.574825
3617.578125	-58.647640
3703.710938	-63.188053
3789.843750	-56.119488
3875.976563	-50.847469
3962.109375	-49.720116
4048.242188	-50.967514
4134.375000	-53.079659
4220.507813	-55.346775
4306.640625	-58.602085
4392.773438	-63.157280
4478.906250	-58.412479
4565.039063	-56.666279
4651.171875	-56.422741
4737.304688	-57.734547
4823.437500	-62.630573
4909.570313	-59.311081
4995.703125	-54.381939
5081.835938	-53.124062
5167.968750	-52.523079
5254.101563	-54.757534
5340.234375	-56.257328
5426.367188	-48.516106
5512.500000	-44.479252
5598.632813	-43.150959
5684.765625	-43.229759
5770.898438	-43.314499
5857.031250	-42.340565
5943.164063	-38.795227
6029.296875	-37.272697
6115.429688	-41.832340
6201.562500	-50.001038
6287.695313	-57.434727
6373.828125	-56.552872
6459.960938	-54.266350
6546.093750	-54.888714
6632.226563	-58.722759
6718.359375	-67.288994
6804.492188	-78.021088
6890.625000	-72.603775
6976.757813	-68.458572
7062.890625	-65.587379
7149.023438	-64.214432
7235.156250	-65.299683
7321.289063	-69.458206
7407.421875	-66.786858
7493.554688	-62.402424
7579.687500	-63.125214
7665.820313	-66.324593
7751.953125	-69.940804
7838.085938	-75.437973
7924.218750	-75.207016
8010.351563	-75.084190
8096.484375	-76.910019
8182.617188	-77.969475
8268.750000	-75.171326
8354.882813	-74.573296
8441.015625	-77.555954
8527.148438	-77.629601
8613.281250	-74.965248
8699.414063	-73.970085
8785.546875	-73.356026
8871.679688	-72.433105
8957.812500	-70.211037
9043.945313	-69.267151
9130.078125	-70.119102
9216.210938	-70.674530
9302.343750	-70.609711
9388.476563	-74.299492
9474.609375	-77.009232
9560.742188	-72.015839
9646.875000	-70.221344
9733.007813	-70.329750
9819.140625	-72.195160
9905.273438	-77.457542
9991.406250	-81.995140
10077.539063	-75.632843
10163.671875	-74.707504
10249.804688	-76.518623
10335.937500	-72.710770
10422.070313	-71.401230
10508.203125	-72.444664
10594.335938	-72.785332
10680.468750	-73.598259
10766.601563	-78.086250
10852.734375	-87.580437
10938.867188	-85.108025
11025.000000	-87.764977
11111.132813	-79.283859
11197.265625	-76.089470
11283.398438	-76.415756
11369.531250	-79.080406
11455.664063	-78.027458
11541.796875	-76.022507
11627.929688	-76.037773
11714.062500	-76.776352
11800.195313	-79.832275
11886.328125	-80.847298
11972.460938	-75.166832
12058.593750	-71.573387
12144.726563	-67.554726
12230.859375	-65.215988
12316.992188	-66.942307
12403.125000	-72.074211
12489.257813	-78.871536
12575.390625	-87.057243
12661.523438	-97.467384
12747.656250	-91.449615
12833.789063	-88.039940
12919.921875	-89.532921
13006.054688	-92.117294
13092.187500	-91.434364
13178.320313	-88.940529
13264.453125	-87.196548
13350.585938	-87.774384
13436.718750	-90.904770
13522.851563	-94.823250
13608.984375	-99.205482
13695.117188	-100.851753
13781.250000	-106.039978
13867.382813	-89.753693
13953.515625	-85.026543
14039.648438	-84.447624
14125.781250	-86.403717
14211.914063	-86.063850
14298.046875	-85.235901
14384.179688	-85.617310
14470.312500	-85.116791
14556.445313	-86.063820
14642.578125	-83.978485
14728.710938	-81.811111
14814.843750	-82.228767
14900.976563	-83.936356
14987.109375	-84.247040
15073.242188	-82.115959
15159.375000	-81.553207
15245.507813	-83.494392
15331.640625	-86.821663
15417.773438	-88.863243
15503.906250	-89.524445
15590.039063	-88.482811
15676.171875	-85.474243
15762.304688	-82.800896
15848.437500	-82.372963
15934.570313	-82.600090
16020.703125	-81.079681
16106.835938	-80.976158
16192.968750	-82.917793
16279.101563	-81.840622
16365.234375	-80.137238
16451.367188	-80.900307
16537.500000	-82.641678
16623.632813	-82.765228
16709.765625	-81.702522
16795.898438	-82.147102
16882.031250	-84.655472
16968.164063	-85.922356
17054.296875	-85.685242
17140.429688	-85.115387
17226.562500	-84.255974
17312.695313	-84.665672
17398.828125	-85.899155
17484.960938	-86.015053
17571.093750	-85.577690
17657.226563	-84.260735
17743.359375	-83.852722
17829.492188	-85.085236
17915.625000	-82.228256
18001.757813	-78.312248
18087.890625	-75.292435
18174.023438	-73.103691
18260.156250	-72.733124
18346.289063	-74.644791
18432.421875	-78.200943
18518.554688	-82.052666
18604.687500	-85.968567
18690.820313	-88.929222
18776.953125	-91.330345
18863.085938	-95.893356
18949.218750	-100.517624
19035.351563	-94.797668
19121.484375	-89.652718
19207.617188	-87.636749
19293.750000	-87.661797
19379.882813	-88.107903
19466.015625	-89.359924
19552.148438	-92.576050
19638.281250	-98.394409
19724.414063	-101.171486
19810.546875	-98.835014
19896.679688	-99.109543
19982.812500	-100.623428
20068.945313	-103.749969
20155.078125	-104.236183
20241.210938	-103.564636
20327.343750	-106.146896
20413.476563	-109.643555
20499.609375	-111.920334
20585.742188	-108.891991
20671.875000	-106.835083
20758.007813	-107.703880
20844.140625	-107.910027
20930.273438	-108.251778
21016.406250	-109.254257
21102.539063	-109.740082
21188.671875	-113.216354
21274.804688	-117.756393
21360.937500	-115.600502
21447.070313	-117.340416
21533.203125	-123.144035
21619.335938	-132.250046
21705.468750	-128.281113
21791.601563	-124.148521
21877.734375	-124.693581
21963.867188	-126.007561
