Frequency (Hz)	Level (dB)
86.132813	-61.114635
172.265625	-61.631157
258.398438	-62.395180
344.531250	-62.073364
430.664063	-58.968388
516.796875	-63.337536
602.929688	-69.624001
689.062500	-70.783508
775.195313	-70.834351
861.328125	-72.228096
947.460938	-70.188141
1033.593750	-71.767113
1119.726563	-71.925522
1205.859375	-70.225311
1291.992188	-71.549286
1378.125000	-64.119064
1464.257813	-55.963154
1550.390625	-56.740189
1636.523438	-63.129578
1722.656250	-66.853256
1808.789063	-67.718796
1894.921875	-72.905212
1981.054688	-61.954605
2067.187500	-58.912079
2153.320313	-63.809006
2239.453125	-72.549080
2325.585938	-72.978714
2411.718750	-64.231339
2497.851563	-64.172829
2583.984375	-68.719124
2670.117188	-70.472870
2756.250000	-67.300331
2842.382813	-67.792625
2928.515625	-67.132439
3014.648438	-68.973167
3100.781250	-77.106827
3186.914063	-79.733139
3273.046875	-77.352890
3359.179688	-71.853394
3445.312500	-69.908813
3531.445313	-75.081017
3617.578125	-73.965706
3703.710938	-73.437630
3789.843750	-75.602066
3875.976563	-70.671661
3962.109375	-57.598957
4048.242188	-52.696270
4134.375000	-54.390572
4220.507813	-57.738243
4306.640625	-62.208241
4392.773438	-67.602737
4478.906250	-66.004021
4565.039063	-65.067604
4651.171875	-69.546791
4737.304688	-72.195114
4823.437500	-69.342613
4909.570313	-67.477028
4995.703125	-62.941242
5081.835938	-56.927826
5167.968750	-57.451992
5254.101563	-64.416794
5340.234375	-68.468483
5426.367188	-67.275200
5512.500000	-68.821724
5598.632813	-68.451729
5684.765625	-67.600456
5770.898438	-64.834152
5857.031250	-54.244392
5943.164063	-50.181255
6029.296875	-55.013851
6115.429688	-66.907593
6201.562500	-70.363220
6287.695313	-72.261436
6373.828125	-76.564377
6459.960938	-79.176758
6546.093750	-83.971405
6632.226563	-84.198006
6718.359375	-85.093269
6804.492188	-80.807129
6890.625000	-74.852921
6976.757813	-71.101089
7062.890625	-70.397514
7149.023438	-76.091629
7235.156250	-76.991806
7321.289063	-77.771271
7407.421875	-75.246086
7493.554688	-78.952522
7579.687500	-73.569756
7665.820313	-71.626984
7751.953125	-73.395683
7838.085938	-74.149101
7924.218750	-78.013397
8010.351563	-86.798424
8096.484375	-89.803230
8182.617188	-93.011536
8268.750000	-92.131035
8354.882813	-93.066185
8441.015625	-91.494781
8527.148438	-88.536980
8613.281250	-83.956253
8699.414063	-81.516823
8785.546875	-82.460487
8871.679688	-81.423927
8957.812500	-85.311600
9043.945313	-94.469032
9130.078125	-93.067696
9216.210938	-90.513977
9302.343750	-89.508232
9388.476563	-92.007462
9474.609375	-97.376694
9560.742188	-91.076790
9646.875000	-89.219032
9733.007813	-92.176758
9819.140625	-92.160065
9905.273438	-91.958000
9991.406250	-94.325195
10077.539063	-92.668373
10163.671875	-92.534309
10249.804688	-91.447823
10335.937500	-88.228539
10422.070313	-87.448486
10508.203125	-92.215393
10594.335938	-86.981804
10680.468750	-83.553841
10766.601563	-84.530754
10852.734375	-88.220749
10938.867188	-92.159576
11025.000000	-91.929375
11111.132813	-95.189545
11197.265625	-99.895180
11283.398438	-97.885864
11369.531250	-92.007378
11455.664063	-92.058952
11541.796875	-91.227821
11627.929688	-85.507965
11714.062500	-85.901665
11800.195313	-88.168709
11886.328125	-89.373749
11972.460938	-84.814903
12058.593750	-78.795609
12144.726563	-76.305496
12230.859375	-79.149696
12316.992188	-85.644417
12403.125000	-91.553398
12489.257813	-93.121384
12575.390625	-95.705093
12661.523438	-101.437698
12747.656250	-100.522781
12833.789063	-103.486061
12919.921875	-103.042603
13006.054688	-101.641228
13092.187500	-103.688362
13178.320313	-99.933296
13264.453125	-100.147240
13350.585938	-99.965378
13436.718750	-99.172798
13522.851563	-99.622299
13608.984375	-100.261604
13695.117188	-101.532463
13781.250000	-105.825050
13867.382813	-104.306931
13953.515625	-100.837036
14039.648438	-98.047119
14125.781250	-100.019661
14211.914063	-103.559860
14298.046875	-102.291977
14384.179688	-102.036110
14470.312500	-103.039154
14556.445313	-107.045242
14642.578125	-99.543526
14728.710938	-98.226967
14814.843750	-100.629097
14900.976563	-102.895187
14987.109375	-106.971916
15073.242188	-107.080513
15159.375000	-109.567230
15245.507813	-105.799553
15331.640625	-103.029320
15417.773438	-103.265038
15503.906250	-108.979523
15590.039063	-107.646713
15676.171875	-104.914612
15762.304688	-104.910103
15848.437500	-101.224068
15934.570313	-99.536636
16020.703125	-100.701675
16106.835938	-104.470802
16192.968750	-110.990913
16279.101563	-115.071701
16365.234375	-117.177498
16451.367188	-118.209320
16537.500000	-119.174530
16623.632813	-115.691925
16709.765625	-115.217033
16795.898438	-116.507713
16882.031250	-117.042480
16968.164063	-118.657059
17054.296875	-120.298401
17140.429688	-121.314148
17226.562500	-118.167976
17312.695313	-119.280640
17398.828125	-123.862755
17484.960938	-124.006851
17571.093750	-121.836456
17657.226563	-121.529907
17743.359375	-124.668213
17829.492188	-124.240089
17915.625000	-120.987297
18001.757813	-116.508858
18087.890625	-114.927620
18174.023438	-115.500946
18260.156250	-118.381950
18346.289063	-123.329643
18432.421875	-124.982430
18518.554688	-123.631477
18604.687500	-123.125381
18690.820313	-121.620407
18776.953125	-119.942970
18863.085938	-121.475471
